index,Publishing Year,Book Name,Author,language_code,Author_Rating,Book_average_rating,Book_ratings_count,genre,gross sales
969,1982.0,ç¾Šã‚’ã‚ãã‚‹å†’é™º [HitsujiwomegurubÅken],"Haruki Murakami, Alfred Birnbaum",eng,Intermediate,3.94,55262,nonfiction,960.29
970,2003.0,The Queen's Fool,Philippa Gregory,en-US,Intermediate,3.83,69504,genre fiction,598.41
971,2012.0,Days of Blood & Starlight,Laini Taylor,en-CA,Excellent,4.21,85746,genre fiction,325.91
972,1984.0,Jitterbug Perfume,Tom Robbins,eng,Excellent,4.24,48277,genre fiction,325.91
973,2006.0,"The Battle for Skandia (Ranger's Apprentice, #4)",John Flanagan,en-US,Excellent,4.32,60959,genre fiction,325.91
974,2012.0,The Darkest Minds,Alexandra Bracken,eng,Excellent,4.26,83886,fiction,620.21
975,2005.0,O Zahir,"Paulo Coelho, Margaret Jull Costa",eng,Intermediate,3.56,50921,genre fiction,434.91
976,1952.0,The Power of Positive Thinking,Norman Vincent Peale,eng,Excellent,4.08,52704,genre fiction,325.91
977,2015.0,"In a Dark, Dark Wood ",Ruth Ware,eng,Intermediate,3.65,67344,genre fiction,107.91
978,1905.0,The House of Mirth,"Edith Wharton, Nina Bawden",eng,Intermediate,3.94,60611,genre fiction,325.91
979,2006.0,Fairy Tail 1,"Hiro Mashima, William Flanagan",eng,Famous,4.4,65477,genre fiction,434.91
980,2014.0,The Slow Regard of Silent Things,"Patrick Rothfuss, Nate  Taylor",eng,Intermediate,3.92,57716,genre fiction,434.91
981,1853.0,Twelve Years a Slave,Solomon Northup,eng,Excellent,4.15,39758,genre fiction,543.91
982,2010.0,"Lover Avenged, part one",J.R. Ward,eng,Famous,4.41,82824,genre fiction,543.91
983,1999.0,In the Heart of the Sea: The Tragedy of the Whaleship Essex,Nathaniel Philbrick,en-US,Excellent,4.16,57259,genre fiction,107.91
984,2006.0,Infidel,Ayaan Hirsi Ali,eng,Excellent,4.2,58432,genre fiction,107.91
985,2007.0,The Black Swan: The Impact of the Highly Improbable,Nassim Nicholas Taleb,eng,Intermediate,3.88,53586,genre fiction,761.91
986,2012.0,The Twelve,Justin Cronin,eng,Intermediate,3.98,56756,genre fiction,538.92
987,1962.0,ÐžÐ´Ð¸Ð½ Ð´ÐµÐ½ÑŒ Ð˜Ð²Ð°Ð½Ð° Ð”ÐµÐ½Ð¸ÑÐ¾Ð²Ð¸Ñ‡Ð°,"Aleksandr Solzhenitsyn, H.T. Willetts",eng,Intermediate,3.94,61678,genre fiction,646.92
988,1995.0,The Diamond Age,Neal Stephenson,eng,Excellent,4.19,61836,genre fiction,970.92
989,1959.0,A Canticle for Leibowitz,Walter M. Miller Jr.,eng,Intermediate,3.97,66721,genre fiction,106.92
990,-441.0,á¼ˆÎ½Ï„Î¹Î³ÏŒÎ½Î·,"Sophocles, J.E. Thomas",eng,Intermediate,3.6,67608,genre fiction,106.92
991,2009.0,Brooklyn,Colm TÃ³ibÃ­n,eng,Intermediate,3.63,55459,genre fiction,1659.96
992,2011.0,Wither,Lauren DeStefano,eng,Intermediate,3.81,84776,genre fiction,412.56
993,2016.0,Hillbilly Elegy. A Memoir of a Family and Culture in Crisis,J.D. Vance,eng,Intermediate,3.99,80737,genre fiction,430.92
994,2003.0,Crossroads of Twilight,Robert Jordan,en-US,Intermediate,3.82,61361,genre fiction,430.92
995,1871.0,The Red Badge of Courage,Stephen Crane,eng,Novice,3.21,68448,genre fiction,1186.92
996,2014.0,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,eng,Excellent,4.17,60236,genre fiction,1150.2
997,1999.0,Gardens of the Moon,Steven Erikson,eng,Intermediate,3.85,57993,genre fiction,430.92
998,2006.0,A Bruxa de Portobello,Paulo Coelho,eng,Intermediate,3.51,51461,genre fiction,1327.32
999,1978.0,A Swiftly Tilting Planet,Madeleine L'Engle,eng,Excellent,4.13,75851,genre fiction,322.92
1000,2003.0,Gregor the Overlander,Suzanne Collins,eng,Intermediate,3.99,66823,genre fiction,322.92
1001,2011.0,Sing You Home,Jodi Picoult,en-US,Intermediate,3.76,62494,genre fiction,516.24
1002,1992.0,The Tale of the Body Thief,Anne Rice,en-US,Intermediate,3.7,67267,fiction,214.92
1003,2005.0,The Camel Club,David Baldacci,eng,Excellent,4.02,58973,nonfiction,139.32
1004,2006.0,Saving The World and Other Extreme Sports,James Patterson,en-US,Excellent,4.16,75436,genre fiction,748.44
1005,1996.0,Blood of the Fold,Terry Goodkind,en-US,Intermediate,3.98,60624,genre fiction,106.92
1006,2006.0,The Boleyn Inheritance,Philippa Gregory,eng,Intermediate,3.84,62135,genre fiction,646.92
1007,2015.0,A Spool of Blue Thread,Anne Tyler,eng,Novice,3.4,42339,genre fiction,1186.92
1008,2016.0,The Underground Railroad,Colson Whitehead,eng,Excellent,4.04,72052,genre fiction,538.92
1009,2007.0,Masquerade,Melissa de la Cruz,en-US,Intermediate,3.91,76598,genre fiction,106.92
1010,2011.0,The Iron Queen,Julie Kagawa,eng,Excellent,4.24,82373,nonfiction,430.92
1011,2012.0,Losing It,Cora Carmack,eng,Intermediate,3.77,84438,genre fiction,538.92
1012,2012.0,The Racketeer,John Grisham,,Intermediate,3.79,48286,genre fiction,322.92
1013,1999.0,Disgrace,J.M. Coetzee,eng,Intermediate,3.83,50422,fiction,1078.92
1014,1928.0,The House at Pooh Corner,"A.A. Milne, Ernest H. Shepard",en-US,Excellent,4.36,69102,genre fiction,214.92
1015,2010.0,The Black Prism,Brent Weeks,en-US,Excellent,4.24,58906,genre fiction,430.92
1016,2004.0,The Mermaid Chair,Sue Monk Kidd,eng,Novice,3.1,62760,genre fiction,322.92
1017,1970.0,Frog and Toad Are Friends,Arnold Lobel,eng,Excellent,4.18,70119,nonfiction,322.92
1018,2002.0,The Carnivorous Carnival,"Lemony Snicket, Brett Helquist",en-US,Intermediate,3.97,83981,genre fiction,105.93
1019,2010.0,Heist Society,Ally Carter,en-US,Intermediate,3.91,75834,genre fiction,854.93
1020,2016.0,Behind Closed Doors,B.A. Paris,eng,Intermediate,3.93,57865,fiction,919.13
1021,1974.0,The Killer Angels,Michael Shaara,en-US,Excellent,4.3,58372,nonfiction,105.93
1022,1995.0,"Circus of the Damned (Anita Blake, Vampire Hunter, #3)",Laurell K. Hamilton,en-US,Excellent,4.16,73883,fiction,426.93
1023,2006.0,Ptolemy's Gate,Jonathan Stroud,eng,Excellent,4.24,63838,genre fiction,1272.23
1024,1896.0,The Island of Dr. Moreau,H.G. Wells,eng,Intermediate,3.72,60346,genre fiction,640.93
1025,2012.0,Opal,Jennifer L. Armentrout,,Excellent,4.34,92014,genre fiction,105.93
1026,2008.0,Zeitoun,Dave Eggers,,Excellent,4.08,55398,genre fiction,408.74
1027,2010.0,Out of My Mind,Sharon M. Draper,en-US,Excellent,4.37,63756,nonfiction,319.93
1028,2012.0,Rapture,Lauren Kate,eng,Excellent,4.03,79360,nonfiction,1282.93
1029,2010.0,Switched,Amanda Hocking,eng,Intermediate,3.89,45319,genre fiction,640.93
1030,1957.0,Ð”Ð¾ÐºÑ‚Ð¾Ñ€ Ð–Ð¸Ð²Ð°Ð³Ð¾,"Boris Pasternak, Max Hayward, Manya Harari, John Bayley",eng,Excellent,4.03,59973,fiction,854.93
1031,2015.0,,Colleen Hoover,en-GB,Excellent,4.25,72611,nonfiction,1175.93
1032,2012.0,Pines,Blake Crouch,,Intermediate,3.88,34789,genre fiction,105.93
1033,1994.0,Disclosure,Michael Crichton,,Intermediate,3.76,57818,genre fiction,854.93
1034,2012.0,Death Comes to Pemberley,P.D. James,eng,Novice,3.21,65906,genre fiction,426.93
1035,1911.0,Ethan Frome,Edith Wharton,eng,Novice,3.35,72421,nonfiction,405.53
1036,1992.0,A Map of the World,"Jane Hamilton, Frank  Muller, C.J. Critt",en-GB,Intermediate,3.78,61347,genre fiction,324.21
1037,2016.0,It Ends with Us,Colleen Hoover,eng,Famous,4.44,80433,fiction,747.93
1038,1905.0,The Gift of the Magi,"O. Henry, Lisbeth Zwerger",eng,Excellent,4.07,66537,nonfiction,951.23
1039,1968.0,The Electric Kool-Aid Acid Test,Tom Wolfe,en-US,Intermediate,3.92,54848,genre fiction,319.93
1040,1959.0,The Naked Lunch,"William S. Burroughs, James Grauerholz, Barry  Miles",en-US,Novice,3.46,55473,genre fiction,529.65
1041,1991.0,The Sandman: Dream Country,"Neil Gaiman, Kelley Jones, Charles Vess, Colleen Doran, Malcolm Jones III, Steve Erickson",eng,Excellent,4.28,67753,genre fiction,426.93
1042,2001.0,A Painted House,John Grisham,eng,Intermediate,3.67,59974,nonfiction,105.93
1043,1969.0,The Left Hand of Darkness,"Ursula K. Le Guin, Lech JÄ™czmyk",eng,Excellent,4.05,61888,genre fiction,822.83
1044,2008.0,Let It Snow: Three Holiday Romances,"John Green, Maureen Johnson, Lauren Myracle",eng,Intermediate,3.84,57632,fiction,1149.18
1045,2010.0,"Full Dark, No Stars",Stephen King,en-US,Excellent,4.03,60672,genre fiction,640.93
1046,2014.0,Being Mortal: Medicine and What Matters in the End,Atul Gawande,eng,Famous,4.4,56510,genre fiction,319.93
1047,1987.0,Intensity,Dean Koontz,eng,Excellent,4.04,58062,genre fiction,104.94
1048,2010.0,Chelsea Chelsea Bang Bang,Chelsea Handler,en-US,Intermediate,3.81,55355,children,477.0
1049,1879.0,Et dukkehjem,"Henrik Ibsen, Michael   Meyer",eng,Intermediate,3.69,69450,genre fiction,1588.94
1050,1959.0,Hawaii,James A. Michener,en-GB,Excellent,4.18,59963,genre fiction,212.0
1051,1961.0,Revolutionary Road,Richard Yates,eng,Intermediate,3.89,56550,genre fiction,735.64
1052,2006.0,Nick & Norah's Infinite Playlist,"Rachel Cohn, David Levithan",en-US,Intermediate,3.73,60372,genre fiction,846.94
1053,1966.0,Rosencrantz and Guildenstern are Dead,"Tom Stoppard, Henry Popkin",eng,Excellent,4.06,67077,nonfiction,1334.54
1054,2011.0,Forever,Maggie Stiefvater,eng,Intermediate,3.91,85034,genre fiction,827.86
1055,1996.0,The Beach,Alex Garland,eng,Intermediate,3.91,52333,fiction,589.36
1056,2010.0,Saving CeeCee Honeycutt,"Beth Hoffman, Jenna Lamia",eng,Intermediate,3.92,54341,genre fiction,316.94
1057,2012.0,Deadlocked,Charlaine Harris,eng,Intermediate,3.65,65932,nonfiction,1058.94
1058,2002.0,Everything's Eventual: 14 Dark Tales,Stephen King,eng,Intermediate,3.94,60932,fiction,316.94
1059,1955.0,Beezus and Ramona,Beverly Cleary,,Intermediate,3.97,75987,genre fiction,740.94
1060,1972.0,The Farthest Shore,Ursula K. Le Guin,,Excellent,4.11,65626,nonfiction,210.94
1061,1996.0,Airframe,Michael Crichton,eng,Intermediate,3.66,59229,genre fiction,104.94
1062,1982.0,Magician,Raymond E. Feist,en-US,Excellent,4.17,62432,genre fiction,815.14
1063,2004.0,Bet Me,Jennifer Crusie,eng,Intermediate,3.95,70737,genre fiction,846.94
1064,1994.0,Long Walk to Freedom: The Autobiography of Nelson Mandela,Nelson Mandela,eng,Excellent,4.31,43927,genre fiction,316.94
1065,2014.0,Gray Mountain,John Grisham,eng,Intermediate,3.52,37379,nonfiction,104.94
1066,1989.0,The Power of One,Bryce Courtenay,eng,Excellent,4.34,57312,genre fiction,846.94
1067,1930.0,The Maltese Falcon,Dashiell Hammett,eng,Intermediate,3.92,58742,genre fiction,846.94
1068,2011.0,Night Road,Kristin Hannah,en-US,Excellent,4.17,58028,genre fiction,104.94
1069,1999.0,Tripwire,Lee Child,eng,Excellent,4.07,55251,genre fiction,316.94
